,product_category,product_subcategory,brand,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,payment_timing,delivery_status
1847,Bedroom,Storage,Affordable,False,Digital Wallet,817.0,126.1,0.0,1,1.4,Prepaid,On Going
1838,Bedroom,Storage,Affordable,False,Digital Wallet,654.7,0.0,0.0,5,3.1,Prepaid,Failed Delivery
763,Kitchen,Storage,Premium,True,Card,1447.24,0.0,46.75,2,1.2,Prepaid,On Going
39,Office,Work,Premium,False,Cash,1263.89,71.02,0.0,8,3.7,Postpaid,Failed Delivery
1603,Kitchen,Storage,Affordable,True,Digital Wallet,658.01,0.0,98.79,11,3.0,Prepaid,On Going
921,Living Room,Seating,Affordable,False,Bank Transfer,310.41,47.82,0.0,6,4.2,Prepaid,Delivered
1474,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,1048.59,90.28,221.75,1,4.8,Prepaid,Failed Delivery
487,Dining Room,Seating,Premium,True,Card,103.0,26.8,89.98,7,2.3,Prepaid,Failed Delivery
1506,Kitchen,Table,Mid Range,True,Card,2322.33,0.0,90.27,3,4.2,Prepaid,Failed Delivery
1611,Outdoor,Seating,Mid Range,False,Cash,1778.19,0.0,0.0,9,2.6,Postpaid,Delivered
1253,Bedroom,Sleeping,Premium,False,Bank Transfer,993.89,0.0,0.0,2,4.1,Prepaid,Failed Delivery
821,Office,Work,Mid Range,False,Digital Wallet,322.09,97.73,0.0,11,3.2,Prepaid,Delivered
419,Living Room,Seating,Premium,False,Card,803.64,0.0,0.0,5,4.0,Prepaid,Failed Delivery
1888,Outdoor,Seating,Affordable,True,Cash,263.26,31.72,194.65,12,3.0,Postpaid,Failed Delivery
934,Office,Work,Affordable,False,Digital Wallet,554.36,0.0,0.0,2,4.0,Prepaid,Failed Delivery
1341,Living Room,Storage,Mid Range,True,Digital Wallet,1872.65,71.91,167.14,11,4.6,Prepaid,Failed Delivery
246,Living Room,Table,Premium,False,Digital Wallet,2027.58,90.29,0.0,12,2.5,Prepaid,Delivered
1831,Living Room,Seating,Premium,True,Card,335.86,64.83,26.07,6,3.1,Prepaid,Delivered
98,Office,Work,Affordable,False,Digital Wallet,1294.74,0.0,0.0,9,3.6,Prepaid,Failed Delivery
1809,Living Room,Seating,Premium,False,Digital Wallet,2158.86,0.0,0.0,10,3.1,Prepaid,Failed Delivery
833,Kitchen,Storage,Affordable,False,Card,1840.35,73.85,0.0,8,3.1,Prepaid,Failed Delivery
1459,Office,Work,Mid Range,False,Digital Wallet,168.9,29.14,0.0,9,1.3,Prepaid,Failed Delivery
942,Living Room,Seating,Mid Range,True,Card,2332.64,0.0,162.38,11,2.9,Prepaid,Delivered
1036,Outdoor,Seating,Affordable,True,Digital Wallet,166.2,56.22,160.06,1,1.8,Prepaid,On Going
1548,Kitchen,Table,Mid Range,False,Card,993.1,120.77,0.0,13,2.0,Prepaid,Failed Delivery
1026,Office,Storage,Affordable,False,Digital Wallet,689.94,0.0,0.0,9,2.1,Prepaid,Failed Delivery
1205,Office,Work,Affordable,True,Card,297.4,46.89,59.2,4,3.9,Prepaid,Failed Delivery
163,Office,Work,Premium,True,Cash,385.51,51.47,149.49,14,2.9,Postpaid,On Going
1150,Living Room,Seating,Premium,False,Digital Wallet,490.32,42.03,0.0,14,3.1,Prepaid,Failed Delivery
97,Outdoor,Seating,Affordable,False,Digital Wallet,1610.93,133.37,0.0,5,3.1,Prepaid,On Going
359,Outdoor,Table,Premium,False,Digital Wallet,779.26,61.34,0.0,9,1.1,Prepaid,Delivered
1223,Kitchen,Storage,Mid Range,True,Card,2248.33,138.65,56.75,5,4.7,Prepaid,Failed Delivery
1909,Office,Work,Mid Range,False,Cash,685.99,101.2,0.0,14,4.6,Postpaid,Failed Delivery
4,Dining Room,Storage,Mid Range,True,Digital Wallet,1782.36,69.23,41.53,13,1.3,Prepaid,On Going
1469,Living Room,Table,Mid Range,True,Digital Wallet,2187.48,0.0,35.78,5,1.9,Prepaid,Failed Delivery
1298,Outdoor,Patio furniture,Mid Range,True,Card,1566.84,0.0,93.06,2,5.0,Prepaid,Failed Delivery
1006,Kitchen,Storage,Affordable,True,Cash,518.83,0.0,127.38,8,1.7,Postpaid,Failed Delivery
826,Office,Work,Affordable,True,Digital Wallet,278.62,81.03,188.36,12,1.8,Prepaid,On Going
386,Living Room,Seating,Mid Range,False,Digital Wallet,665.4,100.44,0.0,14,3.1,Prepaid,On Going
513,Kitchen,Storage,Mid Range,False,Card,2155.32,91.72,0.0,14,1.5,Prepaid,Failed Delivery
807,Living Room,Table,Affordable,True,Digital Wallet,284.49,35.63,80.11,4,2.1,Prepaid,Failed Delivery
1533,Living Room,Storage,Premium,True,Card,2365.48,127.85,99.5,1,2.4,Prepaid,Failed Delivery
1781,Office,Work,Affordable,False,Digital Wallet,1114.22,0.0,0.0,6,4.1,Prepaid,On Going
1334,Dining Room,Seating,Affordable,False,Cash,200.93,59.88,0.0,11,1.3,Postpaid,Delivered
354,Outdoor,Table,Premium,True,Digital Wallet,1395.93,110.34,144.88,11,3.1,Prepaid,Failed Delivery
463,Dining Room,Storage,Mid Range,False,Digital Wallet,847.46,0.0,0.0,11,3.5,Prepaid,Failed Delivery
1748,Kitchen,Table,Premium,False,Cash,2336.45,0.0,0.0,11,3.1,Postpaid,On Going
1658,Living Room,Seating,Mid Range,True,Bank Transfer,2042.65,72.56,59.45,12,1.4,Prepaid,Failed Delivery
